Subject,Age,BFI1,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI2,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI3,BFI30,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,Education,Ethnicity_1,Ethnicity_2_01,Ethnicity_2_02,Ethnicity_2_03,Ethnicity_2_04,Ethnicity_2_05,Ethnicity_2_06,Gender,PO_Econ,PO_Gen,PO_Soc,a01accon,a01acinc,a01incon,a01ininc,a02accon,a02acinc,a02incon,a02ininc,a03accon,a03acinc,a03incon,a03ininc,a04accon,a04acinc,a04incon,a04ininc,a05accon,a05acinc,a05incon,a05ininc,a06accon,a06acinc,a06incon,a06ininc,a07accon,a07acinc,a07incon,a07ininc,a08accon,a08acinc,a08incon,a08ininc,a09accon,a09acinc,a09incon,a09ininc,a10accon,a10acinc,a10incon,a10ininc,a11accon,a11acinc,a11incon,a11ininc,a12accon,a12acinc,a12incon,a12ininc,ta01accon,ta01acinc,ta01incon,ta01ininc,ta02accon,ta02acinc,ta02incon,ta02ininc,ta03accon,ta03acinc,ta03incon,ta03ininc,ta04accon,ta04acinc,ta04incon,ta04ininc,ta05accon,ta05acinc,ta05incon,ta05ininc,ta06accon,ta06acinc,ta06incon,ta06ininc,ta07accon,ta07acinc,ta07incon,ta07ininc,ta08accon,ta08acinc,ta08incon,ta08ininc,ta09accon,ta09acinc,ta09incon,ta09ininc,ta10accon,ta10acinc,ta10incon,ta10ininc,ta11accon,ta11acinc,ta11incon,ta11ininc,ta12accon,ta12acinc,ta12incon,ta12ininc,td01accon,td01acinc,td01incon,td01ininc,td02accon,td02acinc,td02incon,td02ininc,td03accon,td03acinc,td03incon,td03ininc,td04accon,td04acinc,td04incon,td04ininc,td05accon,td05acinc,td05incon,td05ininc,td06accon,td06acinc,td06incon,td06ininc,td07accon,td07acinc,td07incon,td07ininc,td08accon,td08acinc,td08incon,td08ininc,td09accon,td09acinc,td09incon,td09ininc,td10accon,td10acinc,td10incon,td10ininc,td11accon,td11acinc,td11incon,td11ininc,td12accon,td12acinc,td12incon,td12ininc,missing_data,sum_action_proscript_greatbenef,sum_action_proscript_smallbenef,sum_action_prescript_greatbenef,sum_action_prescript_smallbenef,sum_inaction_proscript_greatbenef,sum_inaction_proscript_smallbenef,sum_inaction_prescript_greatbenef,sum_inaction_prescript_smallbenef,C,I,N,BFI1R,BFI21R,BFI26R,BFI7R,BFI17R,BFI27R,BFI3R,BFI8R,BFI28R,BFI14R,BFI19R,BFI24R,BFI10R,BFI20R,BFI30R,Extra,Agree,Con,Neuro,Open,C_artificial,N_artificial,I_artificial
214,18.0,2,4,3,4,4,3,5,3,1,5,3,5,1,4,5,4,3,2,2,2,2,4,1,1,3,4,3,2,3,4,2,2,1,0,0,0,0,0,2,4,3,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,3048,2221,2599,1848,2101,2208,2460,7647,1787,2065,4164,2880,2906,2084,3626,1958,2299,2439,4362,7153,3234,1696,3811,2408,2150,2034,2333,3381,2113,1757,2642,2837,2318,1592,6156,2083,2474,2223,3763,2261,2844,2726,7062,5041,3927,3015,2386,3703,9578,14573,16968,14903,21165,11134,15177,14915,14979,12217,16781,18353,15748,19733,21483,9823,16013,18664,11149,15549,18853,12204,21545,23251,24602,26390,22729,20057,24485,17264,23802,18529,17289,17221,21406,16860,16122,23863,24576,27925,18110,17233,21414,11792,12403,15515,28312,14568,0,8,3,8,4,4,9,4,8,0.37518,0.53718,0.06922,4,2,4,4,5,4,5,3,4,3,3,3,2,5,5,3.16666666666667,4.5,4.16666666666667,3.33333333333333,3.83333333333333,0.083,1.0,0.792
215,18.0,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,2,2,3,2,0,0,0,1,0,0,2,4,3,3,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1519,8537,1344,2278,2307,1347,4519,5423,1597,2195,5224,2385,1880,1376,1989,1948,2526,2376,2702,10282,1280,1328,6362,4840,2765,10609,3463,3346,3522,1658,3611,2557,16563,3032,51046,2207,2951,13164,2669,6647,1971,15806,5528,3829,1469,6160,1282,20904,8253,25601,9442,12219,10232,9253,13785,28187,8068,8230,10270,15789,9837,13336,9885,12382,35161,26756,8717,22437,21588,18263,28690,38217,14209,22672,18050,14876,14886,18753,13490,10375,12133,7342,65701,9380,13374,19759,8955,24378,29581,10216,16975,15103,23057,9787,9659,18681,0,7,1,9,6,5,11,3,6,0.38297,0.62672,0.4891,2,2,2,2,2,2,4,4,2,2,2,2,4,4,4,3.0,3.0,3.66666666666667,2.0,4.0,0.333,0.764,0.692
216,19.0,2,1,4,4,4,3,4,5,2,4,4,4,4,1,5,5,3,4,1,2,2,2,2,2,4,5,5,2,2,4,3,2,1,0,0,0,0,Portugese/Mixed Race,2,4,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2065,1912,2164,1604,1686,1828,2699,9726,2985,2200,2665,3814,1543,3506,2512,2516,3058,2644,3439,2620,1661,1880,1954,2316,1812,2076,2437,5900,1696,1705,1748,3730,1684,2170,4768,3065,2214,2341,2174,2185,3149,3436,5711,3169,2519,1611,1330,7020,7420,28692,9000,13429,16375,19768,14595,36797,15314,8999,12198,37308,9724,12705,15964,7616,11859,43046,15892,23153,18899,10582,13075,19138,11639,38632,20108,13653,28164,26391,9283,18425,11266,13015,20155,27977,20411,15535,8751,32277,12439,12378,17128,13456,16735,9473,12564,57129,0,4,1,11,6,8,11,1,6,0.32804,0.61739,0.73889,4,5,5,4,4,4,4,4,4,3,2,3,5,2,4,4.66666666666667,4.16666666666667,4.16666666666667,3.0,4.0,0.307,0.818,0.75
217,18.0,4,2,4,4,5,3,3,4,1,3,2,5,1,2,5,5,4,4,3,3,2,4,3,1,4,4,3,2,3,2,2,1,1,0,0,0,0,0,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1327,60337,4463,5179,2774,4393,2055,17540,2401,2579,5733,4024,3357,7876,62265,2799,37302,9765,8426,63984,2747,4429,2193,4789,2539,3218,3172,13674,8403,14176,9727,2889,10524,1916,63765,3094,3348,32020,2401,57581,4249,3350,17203,18156,4547,18419,2053,44738,10391,57643,13572,34419,14054,24334,21167,26463,16162,13770,27022,32617,21267,24163,69898,57431,47667,32500,15177,45908,29404,27336,23867,45890,17671,78587,80047,18469,46254,28414,17297,22294,31333,10715,64518,23751,14187,22734,9193,72543,59295,18911,43214,33941,47932,42786,16933,68237,0,7,1,10,5,5,11,2,7,0.46037,0.61823,0.5464,2,4,3,4,5,3,3,3,4,3,4,2,4,5,5,3.33333333333333,4.33333333333333,3.83333333333333,3.16666666666667,4.16666666666667,0.167,0.917,0.742
218,18.0,4,2,3,3,4,2,4,2,1,3,2,5,3,2,5,5,4,4,3,2,1,5,4,1,4,3,1,1,2,1,2,1,1,0,0,0,0,0,2,4,4,4,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1720,4031,2501,13702,2284,3858,3558,7625,3558,1583,4592,2827,2808,5443,4030,2833,5153,5236,3959,7607,2296,2869,5895,3970,4947,3572,5100,5793,3377,971,4278,5768,5297,4126,14905,5156,3193,5422,6471,3126,4312,1992,5654,7061,5297,1982,2657,3144,33310,34334,20105,25155,22660,10642,9025,40711,28877,11144,17361,44837,16051,16369,29956,21998,21110,18373,25328,30350,10079,25226,21626,27907,27613,23492,55713,14356,58619,6650,36344,8026,15570,35119,42981,29289,35094,67215,37879,51456,18016,30057,53334,3607,5497,27500,32998,37518,0,5,5,10,8,7,7,2,4,0.09478,0.34795,0.37179,2,4,3,5,5,4,2,4,5,4,4,2,4,3,5,2.5,4.5,3.83333333333333,3.33333333333333,3.83333333333333,0.083,1.0,0.875
219,18.0,2,2,4,5,5,5,4,5,4,4,4,5,2,4,4,4,4,4,3,4,4,2,2,1,4,4,1,1,4,1,2,2,1,0,0,0,0,0,2,5,4,3,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,6399,10560,1401,2349,2638,1516,2136,5715,1924,3899,11548,6843,1636,2190,6572,2194,2394,1562,2737,9684,4282,2113,1987,4279,2407,7494,6571,4124,2495,3985,2345,7133,2452,4375,9394,3610,1616,10720,3393,2641,3296,2929,9800,2215,1661,1618,2538,1936,15654,29842,25785,35345,28485,47628,61796,57367,23971,21688,42640,47922,17117,21536,34637,22713,29749,41598,22401,30315,28957,18340,41877,58238,22646,43933,47024,58165,39430,37932,35062,18111,27562,26428,27772,36541,25134,31410,27547,65921,36471,23156,52953,26867,36998,23503,38122,30542,0,8,0,12,8,4,12,0,4,0.5,0.0,1.0,4,2,3,5,2,2,4,2,2,1,2,2,4,4,5,3.16666666666667,3.83333333333333,3.5,2.0,4.16666666666667,0.133,0.913,0.773
220,18.0,4,1,4,4,4,5,4,2,2,4,4,5,2,2,5,5,4,4,2,2,4,1,2,2,2,5,4,4,2,4,2,2,0,0,0,1,0,0,2,2,3,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2284,2043,1196,4455,1991,2410,2928,29812,2904,1429,5798,2320,2456,1829,1682,1530,1711,3278,4217,2101,3550,1222,1549,1696,1998,4381,2165,3285,1677,1538,2412,1461,1845,1597,3709,4139,1545,3097,1572,2711,3362,3677,3379,3145,2105,1413,1198,2040,11107,28534,23674,20996,12640,16033,12265,15154,16279,9946,12119,26694,8665,12574,16152,4888,32274,25942,30038,22477,17799,10632,11520,32363,22017,19652,54706,18018,30674,12624,8736,13286,19660,12006,23971,14517,11770,16547,8207,50247,33432,25787,32750,4472,12594,5330,13874,32518,0,3,1,10,9,9,11,2,3,0.12971,0.60881,0.71928,2,4,4,2,4,4,4,4,2,1,2,2,5,4,4,3.33333333333333,4.0,3.83333333333333,2.0,4.33333333333333,0.17,0.913,0.75
221,19.0,4,3,2,4,4,3,4,2,1,2,2,4,1,3,4,4,4,4,4,3,4,2,3,2,4,4,3,2,2,2,3,1,1,0,0,0,0,0,2,5,4,3,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,3400,13040,2252,3534,3047,5243,6474,8593,5128,4876,6798,5339,3125,5746,6634,6237,2873,6531,4979,12377,3094,2952,3111,39259,4080,26923,9427,7211,3280,3163,3300,5655,3487,2630,16982,7020,3642,19522,3139,4728,3471,4940,7378,10494,4387,3454,2637,16571,11935,21205,14167,21651,21731,15790,25135,22161,14826,12546,18945,25116,12126,18551,29654,24614,23165,32705,14659,18819,15234,44654,20999,49509,22014,23949,48961,17086,29925,30973,14050,26904,27803,14248,43655,20076,23845,17056,20425,43879,17556,20116,23683,28287,29845,11200,22122,25273,0,2,0,11,9,10,12,1,3,0.16667,1.0,0.9,2,3,2,4,5,3,3,4,2,3,4,2,3,5,4,2.33333333333333,4.0,3.16666666666667,2.83333333333333,4.0,0.178,0.875,0.682
222,20.0,4,3,1,2,4,2,3,2,4,3,4,5,4,4,4,4,3,5,5,4,3,4,4,2,5,4,4,4,4,5,3,1,1,0,0,0,0,0,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,3272,9476,1727,7106,3726,1909,3717,5598,2866,3110,3784,4793,2588,3123,5032,4612,2766,6339,5354,10466,1567,1438,3087,2945,4544,6973,10638,4022,3760,1670,4108,3345,2827,1605,33357,5187,2913,3141,3546,4054,4692,9578,5759,6354,2375,3770,3238,3199,9769,59842,27726,34178,14311,11574,19446,19834,19347,22534,23752,33249,18817,41174,36714,13308,33093,18843,16078,34358,31191,10121,20212,37849,22559,49937,29452,28993,45275,32528,27488,20373,41060,15778,37299,25827,30096,25935,15873,56147,36463,16401,25928,32815,26202,38747,24925,28973,0,7,0,11,5,5,12,1,7,0.54588,1.0,0.83904,2,2,1,2,2,2,2,2,3,4,2,3,3,2,4,2.0,2.83333333333333,3.0,3.83333333333333,3.5,0.083,0.958,0.958
223,18.0,2,3,4,5,5,3,4,5,2,2,3,5,2,2,5,4,4,4,3,2,4,4,4,2,4,4,4,2,5,2,2,2,1,0,0,0,0,0,2,6,6,5,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2025,5205,2254,1651,4373,2327,3111,8620,1650,3918,5845,2689,1600,2775,3811,1333,2900,1743,8012,3360,6112,1556,2093,2485,4889,4158,7053,3464,3485,2109,4765,2666,2312,3175,4810,5626,1497,2043,1882,6241,3329,3723,16031,4653,2143,2127,1515,2442,17990,37654,29969,17563,10000,19520,21643,31606,12609,10520,15547,18387,29685,10549,24281,11392,35802,18442,8968,40096,92925,38937,52472,48213,15876,38355,26185,17768,36652,20625,10501,29960,26828,9420,36867,65363,21053,11717,17943,58827,28739,12249,38561,40041,17586,16737,12824,22904,0,1,1,12,12,11,11,0,0,0.0,0.0,0.91667,4,4,3,4,4,4,2,1,2,3,3,2,3,4,4,4.0,4.5,2.66666666666667,3.0,3.83333333333333,0.254,0.913,0.61
224,19.0,2,3,5,3,5,3,4,5,4,4,5,5,2,3,5,4,3,4,2,4,4,5,2,2,5,4,4,4,3,1,2,2,0,0,0,1,0,0,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1906,2684,1813,2027,1778,2858,5468,9551,1898,1987,3671,5462,3196,1655,4360,2828,4265,2162,3209,3751,1820,1556,2625,2854,1987,22210,5346,4750,4572,2051,2685,3201,1845,2742,9467,2784,2888,3963,1765,2399,3952,6727,4509,6328,1999,2062,1510,1620,21110,91464,15220,41747,20782,14002,22595,31742,22460,18611,30339,26996,12971,25759,56766,10215,33016,19993,21605,42252,26744,12235,14985,75982,30342,35423,155454,19628,37843,22795,16800,31752,19207,17464,52980,25763,14798,16030,9110,40360,25601,15360,32762,37959,33304,20110,14014,28462,0,7,0,11,6,5,12,1,6,0.50833,1.0,0.86764,4,3,4,2,2,2,4,3,2,3,1,3,3,4,4,4.16666666666667,3.16666666666667,3.66666666666667,3.0,3.83333333333333,0.182,0.864,0.773
225,19.0,4,2,3,4,3,2,3,3,3,3,4,4,2,3,4,3,3,4,3,4,3,3,3,2,4,4,3,3,4,4,3,1,0,0,0,0,0,0,1,5,3,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2516,3129,4863,9078,2163,2938,5122,11264,3220,1817,3111,4424,6749,7062,7597,5221,3723,4885,1819,2642,1767,1643,1800,3603,2873,7003,3716,4201,5041,2569,6188,8144,3876,1788,18967,2721,4541,3474,2061,2469,5780,4164,4327,2820,2540,5159,2696,8182,4572,12287,3016,11828,16087,12217,18659,22729,6644,4602,8799,30882,4846,10103,24099,12173,43422,19151,8077,13763,12704,6943,12841,40090,3484,26645,26149,2284,28049,18292,15947,2042,19110,10720,27946,12908,4015,8880,3364,25311,18090,11964,26731,13663,37614,10249,22406,34365,0,6,3,10,8,6,9,2,4,0.20382,0.36174,0.4679,2,3,3,3,3,2,3,2,3,4,2,3,4,4,4,2.83333333333333,3.33333333333333,2.83333333333333,3.33333333333333,3.83333333333333,0.17,0.955,0.833
226,18.0,4,3,2,3,4,5,3,2,2,2,5,4,4,3,4,4,2,4,2,4,4,2,4,2,2,4,3,4,5,2,3,2,0,0,0,1,0,0,1,4,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1429,2633,1228,5500,4584,13491,4829,38546,2493,1340,2025,4674,4398,2888,3099,2635,4227,1713,1528,3646,2409,2435,4427,6522,1249,2446,2709,5415,2880,1671,1737,3947,2134,2020,13419,3233,2539,6872,2766,8937,3096,3718,10269,2826,1620,1298,4988,4165,10245,19181,12771,19156,23680,15802,21031,21420,13926,10081,22033,34451,11112,25737,26071,14375,22135,15826,21584,21536,14295,21776,18415,25667,18714,31990,37549,28214,28556,17411,17978,21358,14640,16171,40613,16264,15983,32145,20194,51377,19599,10941,26605,24094,16444,12910,16885,27987,0,7,1,9,3,5,11,3,9,0.5,0.75,0.33334,2,3,4,2,4,2,2,1,2,1,1,4,3,2,4,2.66666666666667,3.16666666666667,2.5,2.0,3.33333333333333,0.195,0.871,0.668
227,18.0,4,2,3,3,4,4,4,3,2,3,3,4,4,2,4,4,4,4,2,2,2,2,2,2,4,4,4,3,2,1,2,2,0,0,0,1,0,0,1,3,6,6,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2163,6058,2471,5364,3250,3541,3335,9441,2507,2152,10146,11343,2624,2531,4283,2834,4688,3686,3279,3913,1877,1882,2528,2922,2279,4196,3611,4886,2891,1852,2608,4131,3732,5987,19236,6064,4755,2557,2840,3849,4028,3837,8561,2826,3136,1677,2794,2027,12888,20454,20255,10858,17080,8662,7552,19436,18528,12204,6490,16100,15352,13101,20859,7934,14951,8033,13625,20618,11409,8179,14886,21812,19185,10190,24767,17773,22223,8927,14479,19092,8068,6726,25393,11928,17082,13727,9034,27998,24118,13821,21670,5068,15721,8018,19732,16590,0,2,1,11,8,10,11,1,4,0.15608,0.64146,0.78702,2,4,4,3,4,4,4,4,4,2,3,2,4,2,4,3.33333333333333,3.66666666666667,3.83333333333333,2.33333333333333,3.66666666666667,0.042,0.958,0.875
228,21.0,2,5,4,3,4,2,2,5,2,3,2,5,2,4,4,3,3,5,4,3,4,3,4,3,4,4,4,4,4,3,2,2,0,0,0,1,0,0,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,3713,1644,1199,1509,1619,4770,6991,4097,1737,1483,3271,2764,2450,1851,2395,1922,4591,2029,2866,9656,2370,3713,4201,2250,1556,3574,2434,3861,1906,1514,1477,2861,2245,2268,5929,1902,1743,4067,2058,4316,4982,2635,5761,3870,2097,2341,1805,2249,8163,21536,15517,12216,10851,7445,5848,18594,3111,4637,26215,28673,8456,8813,20724,3802,28613,20834,4199,15125,33503,3698,16662,14846,2629,17098,23531,3212,27549,9994,2178,6231,8214,5102,46012,7258,17584,24329,8129,69001,7812,14244,22627,25471,27629,12318,38493,10217,0,3,2,10,9,9,10,2,3,0.08334,0.5,0.63637,4,2,2,2,4,3,2,2,2,4,4,3,1,4,3,3.5,3.5,2.66666666666667,3.5,3.16666666666667,0.133,0.917,0.909
229,18.0,3,4,4,4,5,4,3,3,2,5,4,4,4,3,5,4,4,3,1,1,1,2,1,4,4,3,3,1,2,1,2,2,1,0,0,0,0,0,2,6,6,6,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,4089,10387,4033,6990,5874,7241,7930,16807,4979,4478,3064,6996,3391,7023,16467,5066,16834,6040,5368,12690,2967,9607,2672,4075,3503,8503,12520,9260,5052,4732,2552,3506,4306,3516,7763,6453,6593,9730,3640,3377,4501,7480,5221,6108,3503,2781,3672,10430,14310,32126,32400,16271,16280,16599,23616,24603,27485,25616,30524,48177,12583,19813,27996,12951,24290,18716,15049,42314,16591,18205,49934,42290,10366,44039,43217,32054,55268,27665,14003,17650,22939,10183,34175,13662,24455,42310,18122,44601,24946,13338,31731,34995,44676,14798,31456,37786,0,5,2,11,9,7,10,1,3,0.20073,0.28636,0.67416,3,3,5,5,4,5,5,4,5,2,2,2,2,2,2,3.5,4.5,4.66666666666667,2.16666666666667,2.5,0.083,0.958,0.917
230,19.0,4,5,2,3,5,1,3,3,5,5,2,4,1,4,5,5,2,2,5,2,4,5,3,2,5,5,4,5,3,5,3,1,1,0,0,0,0,0,2,4,4,4,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1403,2472,1966,2682,1922,3250,3794,6670,2312,1914,3355,2379,1845,2200,5780,1625,3345,1852,1904,2932,2824,1681,1353,2773,1915,2212,3311,4325,3144,1874,1395,4006,3712,1494,4768,2718,1929,2263,2012,2379,3475,4974,5170,3273,2011,1916,1951,1639,10908,29327,18239,18780,24331,22461,23197,20937,13313,10740,22842,34828,8645,15173,23281,11635,18899,13170,18128,23349,20481,7486,12649,34124,20260,27648,45412,17233,44235,25272,16852,31184,16708,18832,36453,24966,18744,21057,12394,42831,28053,16872,31623,24665,23446,17565,35551,37362,0,1,1,12,10,11,11,0,2,0.10959,0.0,0.93976,2,2,1,1,1,4,3,3,2,5,4,4,1,5,4,2.33333333333333,3.0,3.83333333333333,4.66666666666667,3.33333333333333,0.0,0.958,1.0
231,18.0,3,3,4,4,4,1,2,2,3,2,1,4,3,5,4,2,1,2,5,3,4,5,5,4,5,5,1,5,5,5,2,2,0,0,0,1,0,0,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1383,1943,1152,2663,1630,1323,8577,1654,1571,1679,1351,2898,2266,1315,1681,1910,1664,1787,1305,4124,1675,1336,1827,1884,2621,2292,1860,2149,1746,2121,1367,1543,2795,1884,1308,2159,1870,2895,1329,1625,2855,4370,4820,2409,1108,1221,1324,1468,4925,29764,8359,7057,9063,9837,11072,20945,9491,8767,13356,11472,15297,9002,17609,11865,23608,9262,9623,11475,10447,7671,6763,16646,30332,10129,15739,10553,17801,14542,14331,17723,11533,7319,16053,10253,7103,8257,3556,27737,12149,14330,13816,11404,11683,7889,9790,14906,0,2,0,7,4,10,12,5,8,0.18673,1.0,0.44747,3,1,1,1,3,3,1,1,2,5,5,5,3,3,2,2.0,3.16666666666667,2.0,5.0,2.83333333333333,0.042,0.955,0.958
232,19.0,3,2,3,2,5,2,2,2,3,4,2,4,4,2,4,5,1,4,3,4,3,4,2,4,5,4,3,3,3,4,3,2,0,0,0,1,0,0,2,4,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2289,3783,1365,2085,1930,2703,3675,4835,1676,1453,6479,2524,4665,11836,2332,2755,5014,7987,1848,4366,2006,1223,2085,2428,2057,3095,3659,2874,3554,1990,1736,4406,3651,1439,4161,1628,2885,8123,2654,3278,4332,1748,4859,3458,1956,6263,1818,1718,8462,17623,8935,12455,12618,12165,7663,17045,12365,7405,14014,25722,9889,13986,14963,10542,27494,7660,9783,22954,7163,9286,11458,36572,13302,16699,47230,22334,21047,12447,8751,18235,20019,15385,17334,17302,17439,14176,22225,49854,21761,26752,23762,9272,13578,22578,12043,15413,0,4,1,10,8,8,11,2,4,0.21221,0.61507,0.6895,3,4,3,3,3,2,4,3,3,4,4,5,4,2,2,3.0,3.0,4.0,4.33333333333333,3.0,0.042,1.0,0.875
233,19.0,2,2,4,4,5,4,4,4,2,4,5,4,2,2,4,5,4,3,3,3,2,3,2,2,2,4,4,2,2,1,3,2,1,0,0,1,0,0,2,3,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1687,3219,1282,9443,1872,6181,2462,5846,1898,2551,5310,5372,1505,1967,4743,3438,7633,4049,2175,8393,3593,1541,1054,3925,1686,4188,3395,2138,2092,1563,2490,1524,5691,1953,13626,5016,1279,2758,4923,7597,2002,6851,8293,6751,1882,3910,1875,1562,12557,35840,13816,18983,28466,18266,15670,26630,10942,13838,18795,29456,9350,14486,31445,11931,18019,15595,16095,17575,14033,11938,16723,54405,22954,29672,30013,18254,28575,16515,21731,15949,16357,12542,36446,15436,20626,21929,20046,97546,22306,15111,28734,9283,35204,12018,19014,38811,0,7,3,10,5,5,9,2,7,0.37607,0.43983,0.33699,4,4,3,4,4,3,4,4,4,2,1,2,4,4,4,3.83333333333333,3.83333333333333,4.33333333333333,1.83333333333333,3.83333333333333,0.292,0.958,0.667
234,18.0,2,2,5,5,5,4,4,4,2,4,5,5,1,3,5,5,5,5,3,2,4,2,3,1,4,5,4,4,4,4,2,2,0,1,0,0,0,0,2,3,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2235,3389,3061,2557,2643,2811,3584,3969,2046,3104,2534,3237,3669,4718,3245,2283,6779,4354,4796,9541,2588,2546,2607,2395,5047,2306,3893,7594,2968,2420,3138,2252,2182,2722,5343,2463,2450,2174,2883,12116,4355,4886,4638,3984,3055,1794,3172,3942,9845,27631,14470,11112,15178,24430,21558,22083,18738,12682,33630,29283,28569,17686,24127,21149,19840,24902,27066,33535,17900,24092,22373,40897,21009,36820,33536,21041,37386,29083,17327,21423,20041,18535,32371,25600,19801,31020,17850,40835,25406,17719,29462,26507,17645,16994,22176,36769,0,3,1,11,8,9,11,1,4,0.20625,0.56713,0.78653,4,3,3,2,4,4,3,2,2,2,1,1,4,5,5,3.83333333333333,4.16666666666667,3.5,2.33333333333333,4.66666666666667,0.311,0.792,0.648
